t[s],Relative error in y,vy[m/s],x[m],ay[m/s]
0.3120000000000002,0.00015939507622676533,-3.047829181893178,0.0,-9.692756531655505
0.3130000000000002,0.00015994927900819827,-3.0575219384248333,0.0,-9.692031605051623
0.3140000000000002,0.00016050392500360623,-3.067213970029885,0.0,-9.691304431160155
0.3150000000000002,0.0001610590160932468,-3.076905274461045,0.0,-9.690575010666924
0.3160000000000002,0.00016161455415745942,-3.086595849471712,0.0,-9.689843344259794
0.3170000000000002,0.00016217054108696083,-3.0962856928159717,0.0,-9.689109432628673
0.3180000000000002,0.0001627269787767118,-3.1059748022486002,0.0,-9.68837327646551
0.31900000000000023,0.0001632838691220161,-3.1156631755250657,0.0,-9.687634876464294
0.32000000000000023,0.0001638412140325669,-3.12535081040153,0.0,-9.68689423332105
0.32100000000000023,0.00016439901541246958,-3.135037704634851,0.0,-9.686151347733844
0.32200000000000023,0.00016495727517803094,-3.1447238559825847,0.0,-9.685406220402772
0.32300000000000023,0.0001655159952503092,-3.1544092622029876,0.0,-9.684658852029967
0.32400000000000023,0.00016607517755439115,-3.1640939210550174,0.0,-9.683909243319597
0.32500000000000023,0.0001666348240184809,-3.173777830298337,0.0,-9.683157394977858
0.32600000000000023,0.00016719493657879625,-3.183460987693315,0.0,-9.682403307712974
0.32700000000000023,0.0001677555171760391,-3.193143391001028,0.0,-9.681646982235204
0.32800000000000024,0.00016831656775785953,-3.2028250379832635,0.0,-9.680888419256826
0.32900000000000024,0.00016887809027438415,-3.21250592640252,0.0,-9.68012761949215
0.33000000000000024,0.000169440086683869,-3.2221860540220124,0.0,-9.67936458365751
0.33100000000000024,0.0001700025589497287,-3.23186541860567,0.0,-9.678599312471254
0.33200000000000024,0.00017056550903774752,-3.2415440179181414,0.0,-9.677831806653764
0.33300000000000024,0.00017112893892023517,-3.251221849724795,0.0,-9.677062066927432
0.33400000000000024,0.00017169285058056733,-3.2608989117917226,0.0,-9.676290094016675
0.33500000000000024,0.00017225724600062882,-3.2705752018857392,0.0,-9.675515888647922
0.33600000000000024,0.0001728221271730536,-3.280250717774387,0.0,-9.674739451549621
0.33700000000000024,0.00017338749608941144,-3.289925457225937,0.0,-9.673960783452234
0.33800000000000024,0.00017395335475546808,-3.299599418009389,0.0,-9.673179885088233
0.33900000000000025,0.00017451970517447544,-3.3092725978944775,0.0,-9.672396757192102
0.34000000000000025,0.0001750865493622519,-3.3189449946516696,0.0,-9.671611400500339
0.34100000000000025,0.00017565388933742795,-3.32861660605217,0.0,-9.670823815751444
0.34200000000000025,0.0001762217271218478,-3.3382874298679215,0.0,-9.670034003685926
0.34300000000000025,0.0001767900647492664,-3.3479574638716074,0.0,-9.669241965046304
0.34400000000000025,0.00017735890425181242,-3.357626705836654,0.0,-9.668447700577094
0.34500000000000025,0.00017792824767339906,-3.367295153537231,0.0,-9.667651211024817
0.34600000000000025,0.00017849809706334892,-3.376962804748256,0.0,-9.666852497137999
0.34700000000000025,0.00017906845447227,-3.3866296572453938,0.0,-9.666051559667158
0.34800000000000025,0.00017963932196133204,-3.396295708805061,0.0,-9.665248399364815
0.34900000000000025,0.0001802107015972046,-3.405960957204426,0.0,-9.664443016985489
0.35000000000000026,0.0001807825954492523,-3.4156254002214115,0.0,-9.663635413285688
0.35100000000000026,0.00018135500559617694,-3.425289035634697,0.0,-9.66282558902392
