#  x     x-floor(x+0.5)     xsum
  0.18150   0.18150   0.18220
  0.18250   0.18250   0.18410
  0.18350   0.18350   0.18540
  0.18450   0.18450   0.18599
  0.18550   0.18550   0.18600
  0.18650   0.18650   0.18582
  0.18750   0.18750   0.18590
  0.18850   0.18850   0.18657
  0.18950   0.18950   0.18798
  0.19050   0.19050   0.18996
  0.19150   0.19150   0.19215
  0.19250   0.19250   0.19410
  0.19350   0.19350   0.19545
  0.19450   0.19450   0.19606
  0.19550   0.19550   0.19607
  0.19650   0.19650   0.19587
  0.19750   0.19750   0.19590
  0.19850   0.19850   0.19653
  0.19950   0.19950   0.19791
  0.20050   0.20050   0.19989
  0.20150   0.20150   0.20211
  0.20250   0.20250   0.20410
  0.20350   0.20350   0.20549
  0.20450   0.20450   0.20613
  0.20550   0.20550   0.20614
  0.20650   0.20650   0.20591
  0.20750   0.20750   0.20590
  0.20850   0.20850   0.20648
  0.20950   0.20950   0.20783
  0.21050   0.21050   0.20982
  0.21150   0.21150   0.21207
  0.21250   0.21250   0.21410
  0.21350   0.21350   0.21554
  0.21450   0.21450   0.21620
  0.21550   0.21550   0.21622
  0.21650   0.21650   0.21596
  0.21750   0.21750   0.21590
  0.21850   0.21850   0.21644
  0.21950   0.21950   0.21776
  0.22050   0.22050   0.21974
  0.22150   0.22150   0.22202
  0.22250   0.22250   0.22411
  0.22350   0.22350   0.22559
  0.22450   0.22450   0.22628
  0.22550   0.22550   0.22630
  0.22650   0.22650   0.22601
  0.22750   0.22750   0.22589
  0.22850   0.22850   0.22638
  0.22950   0.22950   0.22767
  0.23050   0.23050   0.22966
  0.23150   0.23150   0.23197
  0.23250   0.23250   0.23411
  0.23350   0.23350   0.23564
  0.23450   0.23450   0.23637
  0.23550   0.23550   0.23639
  0.23650   0.23650   0.23606
  0.23750   0.23750   0.23589
  0.23850   0.23850   0.23633
  0.23950   0.23950   0.23759
  0.24050   0.24050   0.23957
  0.24150   0.24150   0.24191
  0.24250   0.24250   0.24411
  0.24350   0.24350   0.24570
  0.24450   0.24450   0.24646
  0.24550   0.24550   0.24647
  0.24650   0.24650   0.24611
  0.24750   0.24750   0.24589
  0.24850   0.24850   0.24627
  0.24950   0.24950   0.24749
  0.25050   0.25050   0.24948
  0.25150   0.25150   0.25186
  0.25250   0.25250   0.25411
  0.25350   0.25350   0.25576
  0.25450   0.25450   0.25655
  0.25550   0.25550   0.25657
  0.25650   0.25650   0.25617
  0.25750   0.25750   0.25589
  0.25850   0.25850   0.25621
  0.25950   0.25950   0.25740
  0.26050   0.26050   0.25938
  0.26150   0.26150   0.26180
  0.26250   0.26250   0.26411
  0.26350   0.26350   0.26582
  0.26450   0.26450   0.26666
  0.26550   0.26550   0.26667
  0.26650   0.26650   0.26624
  0.26750   0.26750   0.26589
  0.26850   0.26850   0.26615
  0.26950   0.26950   0.26729
  0.27050   0.27050   0.26928
  0.27150   0.27150   0.27173
  0.27250   0.27250   0.27411
  0.27350   0.27350   0.27589
  0.27450   0.27450   0.27676
  0.27550   0.27550   0.27678
  0.27650   0.27650   0.27630
  0.27750   0.27750   0.27589
  0.27850   0.27850   0.27608
  0.27950   0.27950   0.27718
  0.28050   0.28050   0.27916
  0.28150   0.28150   0.28166
  0.28250   0.28250   0.28411
  0.28350   0.28350   0.28596
  0.28450   0.28450   0.28688
  0.28550   0.28550   0.28690
  0.28650   0.28650   0.28637
  0.28750   0.28750   0.28589
  0.28850   0.28850   0.28600
  0.28950   0.28950   0.28706
  0.29050   0.29050   0.28904
  0.29150   0.29150   0.29159
  0.29250   0.29250   0.29411
  0.29350   0.29350   0.29604
  0.29450   0.29450   0.29701
  0.29550   0.29550   0.29702
  0.29650   0.29650   0.29645
  0.29750   0.29750   0.29589
  0.29850   0.29850   0.29592
  0.29950   0.29950   0.29692
  0.30050   0.30050   0.29891
  0.30150   0.30150   0.30151
  0.30250   0.30250   0.30412
  0.30350   0.30350   0.30612
  0.30450   0.30450   0.30715
  0.30550   0.30550   0.30716
  0.30650   0.30650   0.30654
  0.30750   0.30750   0.30588
  0.30850   0.30850   0.30583
  0.30950   0.30950   0.30678
  0.31050   0.31050   0.30877
  0.31150   0.31150   0.31142
  0.31250   0.31250   0.31412
  0.31350   0.31350   0.31622
  0.31450   0.31450   0.31730
  0.31550   0.31550   0.31731
  0.31650   0.31650   0.31663
  0.31750   0.31750   0.31588
  0.31850   0.31850   0.31573
  0.31950   0.31950   0.31662
  0.32050   0.32050   0.31861
  0.32150   0.32150   0.32132
  0.32250   0.32250   0.32412
  0.32350   0.32350   0.32632
  0.32450   0.32450   0.32746
  0.32550   0.32550   0.32748
  0.32650   0.32650   0.32673
  0.32750   0.32750   0.32588
  0.32850   0.32850   0.32562
  0.32950   0.32950   0.32645
  0.33050   0.33050   0.32843
  0.33150   0.33150   0.33121
  0.33250   0.33250   0.33412
  0.33350   0.33350   0.33644
  0.33450   0.33450   0.33765
  0.33550   0.33550   0.33766
  0.33650   0.33650   0.33684
  0.33750   0.33750   0.33588
  0.33850   0.33850   0.33550
  0.33950   0.33950   0.33626
  0.34050   0.34050   0.33824
  0.34150   0.34150   0.34110
  0.34250   0.34250   0.34413
  0.34350   0.34350   0.34656
  0.34450   0.34450   0.34785
  0.34550   0.34550   0.34787
  0.34650   0.34650   0.34697
  0.34750   0.34750   0.34587
  0.34850   0.34850   0.34537
  0.34950   0.34950   0.34604
  0.35050   0.35050   0.34802
  0.35150   0.35150   0.35096
  0.35250   0.35250   0.35413
  0.35350   0.35350   0.35671
  0.35450   0.35450   0.35808
  0.35550   0.35550   0.35810
  0.35650   0.35650   0.35711
  0.35750   0.35750   0.35587
  0.35850   0.35850   0.35521
  0.35950   0.35950   0.35579
  0.36050   0.36050   0.35778
  0.36150   0.36150   0.36081
  0.36250   0.36250   0.36414
  0.36350   0.36350   0.36687
  0.36450   0.36450   0.36834
  0.36550   0.36550   0.36836
  0.36650   0.36650   0.36727
  0.36750   0.36750   0.36586
  0.36850   0.36850   0.36504
  0.36950   0.36950   0.36551
  0.37050   0.37050   0.36750
  0.37150   0.37150   0.37064
  0.37250   0.37250   0.37414
  0.37350   0.37350   0.37706
  0.37450   0.37450   0.37865
  0.37550   0.37550   0.37866
  0.37650   0.37650   0.37746
  0.37750   0.37750   0.37585
  0.37850   0.37850   0.37484
  0.37950   0.37950   0.37519
  0.38050   0.38050   0.37717
  0.38150   0.38150   0.38044
  0.38250   0.38250   0.38415
  0.38350   0.38350   0.38728
  0.38450   0.38450   0.38900
  0.38550   0.38550   0.38901
  0.38650   0.38650   0.38767
  0.38750   0.38750   0.38584
  0.38850   0.38850   0.38460
  0.38950   0.38950   0.38481
  0.39050   0.39050   0.38679
  0.39150   0.39150   0.39021
  0.39250   0.39250   0.39416
  0.39350   0.39350   0.39754
  0.39450   0.39450   0.39941
  0.39550   0.39550   0.39943
  0.39650   0.39650   0.39792
  0.39750   0.39750   0.39583
  0.39850   0.39850   0.39431
  0.39950   0.39950   0.39435
  0.40050   0.40050   0.39634
  0.40150   0.40150   0.39993
  0.40250   0.40250   0.40418
  0.40350   0.40350   0.40785
  0.40450   0.40450   0.40991
  0.40550   0.40550   0.40992
  0.40650   0.40650   0.40823
  0.40750   0.40750   0.40581
  0.40850   0.40850   0.40397
  0.40950   0.40950   0.40380
  0.41050   0.41050   0.40579
  0.41150   0.41150   0.40960
  0.41250   0.41250   0.41420
  0.41350   0.41350   0.41823
  0.41450   0.41450   0.42052
  0.41550   0.41550   0.42054
  0.41650   0.41650   0.41860
  0.41750   0.41750   0.41579
  0.41850   0.41850   0.41354
  0.41950   0.41950   0.41312
  0.42050   0.42050   0.41510
  0.42150   0.42150   0.41918
  0.42250   0.42250   0.42423
  0.42350   0.42350   0.42871
  0.42450   0.42450   0.43129
  0.42550   0.42550   0.43131
  0.42650   0.42650   0.42907
  0.42750   0.42750   0.42575
  0.42850   0.42850   0.42299
  0.42950   0.42950   0.42224
  0.43050   0.43050   0.42423
  0.43150   0.43150   0.42865
  0.43250   0.43250   0.43427
  0.43350   0.43350   0.43934
  0.43450   0.43450   0.44229
  0.43550   0.43550   0.44231
  0.43650   0.43650   0.43967
  0.43750   0.43750   0.43570
  0.43850   0.43850   0.43226
  0.43950   0.43950   0.43108
  0.44050   0.44050   0.43307
  0.44150   0.44150   0.43795
  0.44250   0.44250   0.44434
  0.44350   0.44350   0.45020
  0.44450   0.44450   0.45365
  0.44550   0.44550   0.45366
  0.44650   0.44650   0.45049
  0.44750   0.44750   0.44561
  0.44850   0.44850   0.44125
  0.44950   0.44950   0.43947
  0.45050   0.45050   0.44146
  0.45150   0.45150   0.44699
  0.45250   0.45250   0.45445
  0.45350   0.45350   0.46143
  0.45450   0.45450   0.46560
  0.45550   0.45550   0.46561
  0.45650   0.45650   0.46165
  0.45750   0.45750   0.45546
  0.45850   0.45850   0.44972
  0.45950   0.45950   0.44706
  0.46050   0.46050   0.44905
  0.46150   0.46150   0.45555
  0.46250   0.46250   0.46466
  0.46350   0.46350   0.47337
  0.46450   0.46450   0.47865
  0.46550   0.46550   0.47865
  0.46650   0.46650   0.47345
  0.46750   0.46750   0.46515
  0.46850   0.46850   0.45719
  0.46950   0.46950   0.45308
  0.47050   0.47050   0.45508
  0.47150   0.47150   0.46322
  0.47250   0.47250   0.47514
  0.47350   0.47350   0.48683
  0.47450   0.47450   0.49408
  0.47550   0.47550   0.49407
  0.47650   0.47650   0.48660
  0.47750   0.47750   0.47436
  0.47850   0.47850   0.46216
  0.47950   0.47950   0.45523
  0.48050   0.48050   0.45725
  0.48150   0.48150   0.46876
  0.48250   0.48250   0.48661
  0.48350   0.48350   0.50480
  0.48450   0.48450   0.51644
  0.48550   0.48550   0.51639
  0.48650   0.48650   0.50338
  0.48750   0.48750   0.48114
  0.48850   0.48850   0.45766
  0.48950   0.48950   0.44284
  0.49050   0.49050   0.44498
  0.49150   0.49150   0.46741
  0.49250   0.49250   0.50606
  0.49350   0.49350   0.54925
  0.49450   0.49450   0.57982
  0.49550   0.49550   0.57917
  0.49650   0.49650   0.53229
  0.49750   0.49750   0.43223
  0.49850   0.49850   0.28280
  0.49950   0.49950   0.09846
  0.50050  -0.49950  -0.09846
  0.50150  -0.49850  -0.28280
  0.50250  -0.49750  -0.43223
  0.50350  -0.49650  -0.53229
  0.50450  -0.49550  -0.57917
  0.50550  -0.49450  -0.57982
  0.50650  -0.49350  -0.54925
  0.50750  -0.49250  -0.50606
  0.50850  -0.49150  -0.46741
  0.50950  -0.49050  -0.44498
  0.51050  -0.48950  -0.44284
  0.51150  -0.48850  -0.45766
  0.51250  -0.48750  -0.48114
  0.51350  -0.48650  -0.50338
  0.51450  -0.48550  -0.51639
  0.51550  -0.48450  -0.51644
  0.51650  -0.48350  -0.50480
  0.51750  -0.48250  -0.48661
  0.51850  -0.48150  -0.46876
  0.51950  -0.48050  -0.45725
  0.52050  -0.47950  -0.45523
  0.52150  -0.47850  -0.46216
  0.52250  -0.47750  -0.47436
  0.52350  -0.47650  -0.48660
  0.52450  -0.47550  -0.49407
  0.52550  -0.47450  -0.49408
  0.52650  -0.47350  -0.48683
  0.52750  -0.47250  -0.47514
  0.52850  -0.47150  -0.46322
  0.52950  -0.47050  -0.45508
  0.53050  -0.46950  -0.45308
  0.53150  -0.46850  -0.45719
  0.53250  -0.46750  -0.46515
  0.53350  -0.46650  -0.47345
  0.53450  -0.46550  -0.47865
  0.53550  -0.46450  -0.47865
  0.53650  -0.46350  -0.47337
  0.53750  -0.46250  -0.46466
  0.53850  -0.46150  -0.45555
  0.53950  -0.46050  -0.44905
  0.54050  -0.45950  -0.44706
  0.54150  -0.45850  -0.44972
  0.54250  -0.45750  -0.45546
  0.54350  -0.45650  -0.46165
  0.54450  -0.45550  -0.46561
  0.54550  -0.45450  -0.46560
  0.54650  -0.45350  -0.46143
  0.54750  -0.45250  -0.45445
  0.54850  -0.45150  -0.44699
  0.54950  -0.45050  -0.44146
  0.55050  -0.44950  -0.43947
  0.55150  -0.44850  -0.44125
  0.55250  -0.44750  -0.44561
  0.55350  -0.44650  -0.45049
  0.55450  -0.44550  -0.45366
  0.55550  -0.44450  -0.45365
  0.55650  -0.44350  -0.45020
  0.55750  -0.44250  -0.44434
  0.55850  -0.44150  -0.43795
  0.55950  -0.44050  -0.43307
  0.56050  -0.43950  -0.43108
  0.56150  -0.43850  -0.43226
  0.56250  -0.43750  -0.43570
  0.56350  -0.43650  -0.43967
  0.56450  -0.43550  -0.44231
  0.56550  -0.43450  -0.44229
  0.56650  -0.43350  -0.43934
  0.56750  -0.43250  -0.43427
  0.56850  -0.43150  -0.42865
  0.56950  -0.43050  -0.42423
  0.57050  -0.42950  -0.42224
  0.57150  -0.42850  -0.42299
  0.57250  -0.42750  -0.42575
  0.57350  -0.42650  -0.42907
  0.57450  -0.42550  -0.43131
  0.57550  -0.42450  -0.43129
  0.57650  -0.42350  -0.42871
  0.57750  -0.42250  -0.42423
  0.57850  -0.42150  -0.41918
  0.57950  -0.42050  -0.41510
  0.58050  -0.41950  -0.41312
  0.58150  -0.41850  -0.41354
  0.58250  -0.41750  -0.41579
  0.58350  -0.41650  -0.41860
  0.58450  -0.41550  -0.42054
  0.58550  -0.41450  -0.42052
  0.58650  -0.41350  -0.41823
  0.58750  -0.41250  -0.41420
  0.58850  -0.41150  -0.40960
  0.58950  -0.41050  -0.40579
  0.59050  -0.40950  -0.40380
  0.59150  -0.40850  -0.40397
  0.59250  -0.40750  -0.40581
  0.59350  -0.40650  -0.40823
  0.59450  -0.40550  -0.40992
  0.59550  -0.40450  -0.40991
  0.59650  -0.40350  -0.40785
  0.59750  -0.40250  -0.40418
  0.59850  -0.40150  -0.39993
  0.59950  -0.40050  -0.39634
  0.60050  -0.39950  -0.39435
  0.60150  -0.39850  -0.39431
  0.60250  -0.39750  -0.39583
  0.60350  -0.39650  -0.39792
  0.60450  -0.39550  -0.39943
  0.60550  -0.39450  -0.39941
  0.60650  -0.39350  -0.39754
  0.60750  -0.39250  -0.39416
  0.60850  -0.39150  -0.39021
  0.60950  -0.39050  -0.38679
  0.61050  -0.38950  -0.38481
  0.61150  -0.38850  -0.38460
  0.61250  -0.38750  -0.38584
  0.61350  -0.38650  -0.38767
  0.61450  -0.38550  -0.38901
  0.61550  -0.38450  -0.38900
  0.61650  -0.38350  -0.38728
  0.61750  -0.38250  -0.38415
  0.61850  -0.38150  -0.38044
  0.61950  -0.38050  -0.37717
  0.62050  -0.37950  -0.37519
  0.62150  -0.37850  -0.37484
  0.62250  -0.37750  -0.37585
  0.62350  -0.37650  -0.37746
  0.62450  -0.37550  -0.37866
  0.62550  -0.37450  -0.37865
  0.62650  -0.37350  -0.37706
  0.62750  -0.37250  -0.37414
  0.62850  -0.37150  -0.37064
  0.62950  -0.37050  -0.36750
  0.63050  -0.36950  -0.36551
  0.63150  -0.36850  -0.36504
  0.63250  -0.36750  -0.36586
  0.63350  -0.36650  -0.36727
  0.63450  -0.36550  -0.36836
  0.63550  -0.36450  -0.36834
  0.63650  -0.36350  -0.36687
  0.63750  -0.36250  -0.36414
  0.63850  -0.36150  -0.36081
  0.63950  -0.36050  -0.35778
  0.64050  -0.35950  -0.35579
  0.64150  -0.35850  -0.35521
  0.64250  -0.35750  -0.35587
  0.64350  -0.35650  -0.35711
  0.64450  -0.35550  -0.35810
  0.64550  -0.35450  -0.35808
  0.64650  -0.35350  -0.35671
  0.64750  -0.35250  -0.35413
  0.64850  -0.35150  -0.35096
  0.64950  -0.35050  -0.34802
  0.65050  -0.34950  -0.34604
  0.65150  -0.34850  -0.34537
  0.65250  -0.34750  -0.34587
  0.65350  -0.34650  -0.34697
  0.65450  -0.34550  -0.34787
  0.65550  -0.34450  -0.34785
  0.65650  -0.34350  -0.34656
  0.65750  -0.34250  -0.34413
  0.65850  -0.34150  -0.34110
  0.65950  -0.34050  -0.33824
  0.66050  -0.33950  -0.33626
  0.66150  -0.33850  -0.33550
  0.66250  -0.33750  -0.33588
  0.66350  -0.33650  -0.33684
  0.66450  -0.33550  -0.33766
  0.66550  -0.33450  -0.33765
  0.66650  -0.33350  -0.33644
  0.66750  -0.33250  -0.33412
  0.66850  -0.33150  -0.33121
  0.66950  -0.33050  -0.32843
  0.67050  -0.32950  -0.32645
  0.67150  -0.32850  -0.32562
  0.67250  -0.32750  -0.32588
  0.67350  -0.32650  -0.32673
  0.67450  -0.32550  -0.32748
  0.67550  -0.32450  -0.32746
  0.67650  -0.32350  -0.32632
  0.67750  -0.32250  -0.32412
  0.67850  -0.32150  -0.32132
  0.67950  -0.32050  -0.31861
  0.68050  -0.31950  -0.31662
  0.68150  -0.31850  -0.31573
  0.68250  -0.31750  -0.31588
  0.68350  -0.31650  -0.31663
  0.68450  -0.31550  -0.31731
  0.68550  -0.31450  -0.31730
  0.68650  -0.31350  -0.31622
  0.68750  -0.31250  -0.31412
  0.68850  -0.31150  -0.31142
  0.68950  -0.31050  -0.30877
  0.69050  -0.30950  -0.30678
  0.69150  -0.30850  -0.30583
  0.69250  -0.30750  -0.30588
  0.69350  -0.30650  -0.30654
  0.69450  -0.30550  -0.30716
  0.69550  -0.30450  -0.30715
  0.69650  -0.30350  -0.30612
  0.69750  -0.30250  -0.30412
  0.69850  -0.30150  -0.30151
  0.69950  -0.30050  -0.29891
  0.70050  -0.29950  -0.29692
  0.70150  -0.29850  -0.29592
  0.70250  -0.29750  -0.29589
  0.70350  -0.29650  -0.29645
  0.70450  -0.29550  -0.29702
  0.70550  -0.29450  -0.29701
  0.70650  -0.29350  -0.29604
  0.70750  -0.29250  -0.29411
  0.70850  -0.29150  -0.29159
  0.70950  -0.29050  -0.28904
  0.71050  -0.28950  -0.28706
  0.71150  -0.28850  -0.28600
  0.71250  -0.28750  -0.28589
  0.71350  -0.28650  -0.28637
  0.71450  -0.28550  -0.28690
  0.71550  -0.28450  -0.28688
  0.71650  -0.28350  -0.28596
  0.71750  -0.28250  -0.28411
  0.71850  -0.28150  -0.28166
  0.71950  -0.28050  -0.27916
  0.72050  -0.27950  -0.27718
  0.72150  -0.27850  -0.27608
  0.72250  -0.27750  -0.27589
  0.72350  -0.27650  -0.27630
  0.72450  -0.27550  -0.27678
  0.72550  -0.27450  -0.27676
  0.72650  -0.27350  -0.27589
  0.72750  -0.27250  -0.27411
  0.72850  -0.27150  -0.27173
  0.72950  -0.27050  -0.26928
  0.73050  -0.26950  -0.26729
  0.73150  -0.26850  -0.26615
  0.73250  -0.26750  -0.26589
  0.73350  -0.26650  -0.26624
  0.73450  -0.26550  -0.26667
  0.73550  -0.26450  -0.26666
  0.73650  -0.26350  -0.26582
  0.73750  -0.26250  -0.26411
  0.73850  -0.26150  -0.26180
  0.73950  -0.26050  -0.25938
  0.74050  -0.25950  -0.25740
  0.74150  -0.25850  -0.25621
  0.74250  -0.25750  -0.25589
  0.74350  -0.25650  -0.25617
  0.74450  -0.25550  -0.25657
  0.74550  -0.25450  -0.25655
  0.74650  -0.25350  -0.25576
  0.74750  -0.25250  -0.25411
  0.74850  -0.25150  -0.25186
  0.74950  -0.25050  -0.24948
  0.75050  -0.24950  -0.24749
  0.75150  -0.24850  -0.24627
  0.75250  -0.24750  -0.24589
  0.75350  -0.24650  -0.24611
  0.75450  -0.24550  -0.24647
  0.75550  -0.24450  -0.24646
  0.75650  -0.24350  -0.24570
  0.75750  -0.24250  -0.24411
  0.75850  -0.24150  -0.24191
  0.75950  -0.24050  -0.23957
  0.76050  -0.23950  -0.23759
  0.76150  -0.23850  -0.23633
  0.76250  -0.23750  -0.23589
  0.76350  -0.23650  -0.23606
  0.76450  -0.23550  -0.23639
  0.76550  -0.23450  -0.23637
  0.76650  -0.23350  -0.23564
  0.76750  -0.23250  -0.23411
  0.76850  -0.23150  -0.23197
  0.76950  -0.23050  -0.22966
  0.77050  -0.22950  -0.22767
  0.77150  -0.22850  -0.22638
  0.77250  -0.22750  -0.22589
  0.77350  -0.22650  -0.22601
  0.77450  -0.22550  -0.22630
  0.77550  -0.22450  -0.22628
  0.77650  -0.22350  -0.22559
  0.77750  -0.22250  -0.22411
  0.77850  -0.22150  -0.22202
  0.77950  -0.22050  -0.21974
  0.78050  -0.21950  -0.21776
  0.78150  -0.21850  -0.21644
  0.78250  -0.21750  -0.21590
  0.78350  -0.21650  -0.21596
  0.78450  -0.21550  -0.21622
  0.78550  -0.21450  -0.21620
  0.78650  -0.21350  -0.21554
  0.78750  -0.21250  -0.21410
  0.78850  -0.21150  -0.21207
  0.78950  -0.21050  -0.20982
  0.79050  -0.20950  -0.20783
  0.79150  -0.20850  -0.20648
  0.79250  -0.20750  -0.20590
  0.79350  -0.20650  -0.20591
  0.79450  -0.20550  -0.20614
  0.79550  -0.20450  -0.20613
  0.79650  -0.20350  -0.20549
  0.79750  -0.20250  -0.20410
  0.79850  -0.20150  -0.20211
  0.79950  -0.20050  -0.19989
  0.80050  -0.19950  -0.19791
  0.80150  -0.19850  -0.19653
  0.80250  -0.19750  -0.19590
  0.80350  -0.19650  -0.19587
  0.80450  -0.19550  -0.19607
  0.80550  -0.19450  -0.19606
  0.80650  -0.19350  -0.19545
  0.80750  -0.19250  -0.19410
  0.80850  -0.19150  -0.19215
  0.80950  -0.19050  -0.18996
  0.81050  -0.18950  -0.18798
  0.81150  -0.18850  -0.18657
  0.81250  -0.18750  -0.18590
  0.81350  -0.18650  -0.18582
  0.81450  -0.18550  -0.18600
  0.81550  -0.18450  -0.18599
  0.81650  -0.18350  -0.18540
  0.81750  -0.18250  -0.18410
  0.81850  -0.18150  -0.18220
  0.81950  -0.18050  -0.18003
  0.82050  -0.17950  -0.17805
  0.82150  -0.17850  -0.17662
  0.82250  -0.17750  -0.17590
  0.82350  -0.17650  -0.17578
  0.82450  -0.17550  -0.17594
  0.82550  -0.17450  -0.17592
  0.82650  -0.17350  -0.17536
  0.82750  -0.17250  -0.17410
  0.82850  -0.17150  -0.17224
  0.82950  -0.17050  -0.17010
  0.83050  -0.16950  -0.16811
